d,r,e,a,b,n
2240,2,1120,3584,14641,18225
2240,2,1120,121,18375,18496
2240,2,1120,5984,15625,21609
2240,2,1120,675,21952,22627
2240,2,1120,11,24565,24576
2240,5,448,1,2400,2401
2240,5,448,1,4374,4375
2240,8,280,1,2303,2304
2240,8,280,1,2400,2401
2240,8,280,192,2209,2401
2240,8,280,376,2025,2401
2240,8,280,1,4374,4375
2242,1,2242,1003,1296,2299
2242,1,2242,361,2312,2673
2242,1,2242,121,2888,3009
2242,1,2242,72,3481,3553
2242,1,2242,512,3481,3993
2242,1,2242,19,3993,4012
2242,1,2242,578,6561,7139
2242,1,2242,59,7744,7803
2242,1,2242,944,6859,7803
2242,1,2242,304,14337,14641
2242,1,2242,4913,9728,14641
2242,1,2242,2673,16384,19057
2242,1,2242,3,21296,21299
2242,1,2242,1121,34816,35937
2242,1,2242,1,36992,36993
2242,1,2242,17,41536,41553
2244,1,2244,1,35936,35937
2244,2,1122,2248,12393,14641
2244,3,748,125,2187,2312
2244,3,748,625,2048,2673
2244,3,748,54,3125,3179
2244,3,748,1331,2125,3456
2244,3,748,25,9801,9826
2250,1,2250,3125,5067,8192
2250,9,250,1,2400,2401
2250,9,250,1,4374,4375
2254,1,2254,1,2303,2304
2254,1,2254,192,2209,2401
2254,1,2254,343,4418,4761
2254,1,2254,423,16384,16807
2256,2,1128,1215,4096,5311
2256,2,1128,1250,5311,6561
2256,6,376,1,2303,2304
2256,6,376,192,2209,2401
2260,1,2260,928,2197,3125
2260,1,2260,27,3250,3277
2260,1,2260,1080,2197,3277
2260,1,2260,9,3616,3625
2260,1,2260,169,3456,3625
2260,1,2260,29,3616,3645
2260,1,2260,841,3159,4000
2260,1,2260,169,4205,4374
2260,1,2260,169,9831,10000
2260,1,2260,565,10368,10933
2260,1,2260,2,10933,10935
2260,1,2260,1024,11745,12769
2260,1,2260,5200,7569,12769
2260,1,2260,1856,12769,14625
2260,1,2260,1,16384,16385
2260,1,2260,972,18125,19097
2260,1,2260,6561,14464,21025
2260,1,2260,16,21125,21141
2262,1,2262,283,4901,5184
2262,3,754,52,2349,2401
2266,1,2266,103,3993,4096
2266,1,2266,81,12463,12544
2266,1,2266,4032,10609,14641
2266,1,2266,121,16686,16807
2268,1,2268,1,2400,2401
2268,1,2268,1536,1589,3125
2268,1,2268,1,4374,4375
2268,1,2268,4,6125,6129
2268,6,378,1,2400,2401
2268,6,378,245,2187,2432
2268,6,378,27,2500,2527
2268,6,378,38,3087,3125
2268,6,378,49,3200,3249
2268,6,378,1,4374,4375
2268,6,378,2401,3375,5776
2268,6,378,19,6125,6144
2268,6,378,784,6075,6859
2268,6,378,1,6859,6860
2268,9,252,127,3969,4096
2272,4,568,71,2304,2375
2272,4,568,25,5751,5776
2272,4,568,1520,5041,6561
2276,2,1138,1,5120,5121
2278,1,2278,125,2187,2312
2278,1,2278,128,4489,4617
2278,1,2278,135,4489,4624
2278,1,2278,375,4489,4864
2278,1,2278,625,4288,4913
2278,1,2278,2025,2888,4913
2278,1,2278,64,5427,5491
2278,1,2278,134,5491,5625
2278,1,2278,1273,4352,5625
2278,1,2278,81,5695,5776
2278,1,2278,512,5625,6137
2278,1,2278,25,6834,6859
2278,1,2278,459,6400,6859
2278,1,2278,1675,5184,6859
2278,1,2278,2736,4489,7225
2278,1,2278,289,8375,8664
2278,1,2278,19,15606,15625
2278,1,2278,1,18224,18225
2278,1,2278,320,19363,19683
2278,1,2278,7803,16384,24187
2278,1,2278,9,34295,34304
2280,1,2280,1,2400,2401
2280,1,2280,245,2187,2432
2280,1,2280,27,2500,2527
2280,1,2280,652,1875,2527
2280,1,2280,81,2527,2608
2280,1,2280,10,3087,3097
2280,1,2280,25,3072,3097
2280,1,2280,28,3097,3125
2280,1,2280,38,3087,3125
2280,1,2280,49,3200,3249
2280,1,2280,21,4075,4096
2280,1,2280,1,4374,4375
2280,1,2280,2000,2401,4401
2280,1,2280,489,4375,4864
2280,1,2280,2048,3097,5145
2280,1,2280,1701,4075,5776
2280,1,2280,2401,3375,5776
2280,1,2280,19,6125,6144
2280,1,2280,3,6517,6520
2280,1,2280,784,6075,6859
2280,1,2280,1,6859,6860
2280,1,2280,1141,6859,8000
2280,1,2280,3888,7987,11875
2280,1,2280,32,11875,11907
2280,1,2280,729,14896,15625
2280,1,2280,475,19208,19683
2280,1,2280,361,20375,20736
2280,1,2280,4617,21952,26569
2280,1,2280,10944,15625,26569
2280,1,2280,175,41553,41728
2280,2,1140,19,5120,5139
2280,3,760,304,3125,3429
2280,3,760,1,6858,6859
2280,3,760,6859,9525,16384
2280,4,570,5,2299,2304
2280,4,570,1,2375,2376
2280,4,570,121,2375,2496
2280,4,570,363,2197,2560
2280,4,570,475,2187,2662
2280,4,570,625,2048,2673
2280,4,570,405,2299,2704
2280,4,570,125,2592,2717
2280,4,570,209,2916,3125
2280,4,570,11,3200,3211
2280,4,570,1024,2187,3211
2280,4,570,1,3249,3250
2280,4,570,361,3159,3520
2280,4,570,125,3971,4096
2280,4,570,1,4224,4225
2280,4,570,121,4104,4225
2280,4,570,2197,2420,4617
2280,4,570,11,4864,4875
2280,4,570,3125,3211,6336
2280,4,570,64,6591,6655
2280,4,570,1,6655,6656
2280,4,570,95,6561,6656
2280,4,570,99,6760,6859
2280,4,570,325,6534,6859
2280,4,570,715,6144,6859
2280,4,570,1859,5000,6859
2280,4,570,5,6859,6864
2280,4,570,16,6859,6875
2280,4,570,1331,6669,8000
2280,4,570,19,8000,8019
2280,4,570,3575,4617,8192
2280,4,570,11,9375,9386
2280,4,570,3125,6859,9984
2280,4,570,169,11495,11664
2280,4,570,3125,8788,11913
2280,4,570,104,11875,11979
2280,4,570,5120,6859,11979
2280,10,228,512,1863,2375
2280,10,228,243,2645,2888
2288,1,2288,1331,4394,5725
2288,1,2288,1,6655,6656
2288,1,2288,64,28561,28625
2288,2,1144,1152,1331,2483
2288,11,208,1,2400,2401
2288,11,208,875,2197,3072
2288,11,208,1,4095,4096
2288,11,208,256,3969,4225
2288,11,208,1,4374,4375
2290,1,2290,1,43739,43740
2292,2,1146,191,2401,2592
2294,1,2294,961,2401,3362
2296,2,1148,400,11767,12167
2296,2,1148,2009,14375,16384
2296,7,328,625,2048,2673
2296,7,328,121,3200,3321
2296,7,328,451,3645,4096
2296,7,328,1,6560,6561
2296,7,328,1600,4961,6561
2298,1,2298,2592,9575,12167
2298,1,2298,383,16384,16767
2300,5,460,1,2400,2401
2300,5,460,25,2376,2401
2300,5,460,99,2401,2500
2300,5,460,729,1771,2500
2300,5,460,343,2187,2530
2300,5,460,1,2645,2646
2300,5,460,28,2645,2673
2300,5,460,625,2048,2673
2300,5,460,99,2645,2744
2300,5,460,735,2048,2783
2300,5,460,1215,1568,2783
2300,5,460,1,3024,3025
2300,5,460,81,2944,3025
2300,5,460,704,2401,3105
2300,5,460,11,3125,3136
2300,5,460,49,3125,3174
2300,5,460,392,2875,3267
2300,5,460,256,3125,3381
2300,5,460,23,3750,3773
2300,5,460,128,3645,3773
2300,5,460,648,3125,3773
2300,5,460,1725,2048,3773
2300,5,460,115,3773,3888
2300,5,460,7,3993,4000
2300,5,460,297,3703,4000
2300,5,460,32,3993,4025
2300,5,460,3,4232,4235
2300,5,460,2048,2187,4235
2300,5,460,1,4374,4375
2300,5,460,1331,3430,4761
2300,5,460,1127,3993,5120
2300,5,460,2401,2783,5184
2300,5,460,2464,3125,5589
2300,5,460,11,5589,5600
2300,5,460,7,5625,5632
2300,5,460,529,5103,5632
2300,5,460,3,5632,5635
2300,5,460,529,5400,5929
2300,5,460,256,5819,6075
2300,5,460,121,6440,6561
2300,5,460,161,6400,6561
2300,5,460,1331,6075,7406
2300,5,460,1,8624,8625
2300,5,460,2,9315,9317
2300,5,460,1125,8192,9317
2300,5,460,529,9075,9604
2300,5,460,1,9800,9801
2304,3,768,1,2400,2401
2304,3,768,25,2376,2401
2304,3,768,99,2401,2500
2304,3,768,625,2048,2673
2304,3,768,1,3024,3025
2304,3,768,11,3125,3136
2304,3,768,128,3645,3773
2304,3,768,648,3125,3773
2304,3,768,7,3993,4000
2304,3,768,2048,2187,4235
2304,3,768,1,4374,4375
2304,3,768,7,5625,5632
2304,3,768,1125,8192,9317
2304,3,768,1,9800,9801
2304,3,768,1331,9604,10935
2304,3,768,49,16335,16384
2308,1,2308,1,2400,2401
2308,1,2308,25,2376,2401
2308,1,2308,99,2401,2500
2308,1,2308,577,2048,2625
2308,1,2308,625,2048,2673
2308,1,2308,484,2401,2885
2308,1,2308,729,2156,2885
2308,1,2308,1,3024,3025
2308,1,2308,11,3125,3136
2308,1,2308,128,3645,3773
2308,1,2308,648,3125,3773
2308,1,2308,7,3993,4000
2308,1,2308,11,4039,4050
2308,1,2308,2048,2187,4235
2308,1,2308,1,4374,4375
2308,1,2308,7,5625,5632
2308,1,2308,75,6272,6347
2308,1,2308,49,6875,6924
2308,1,2308,2401,6347,8748
2308,1,2308,1125,8192,9317
2308,1,2308,1,9800,9801
2308,1,2308,1331,9604,10935
2308,1,2308,128,14425,14553
2308,1,2308,216,14425,14641
2308,1,2308,49,16335,16384
2308,1,2308,3584,14641,18225
2308,1,2308,512,19683,20195
2308,1,2308,5193,16807,22000
2308,1,2308,625,27648,28273
2308,1,2308,2673,25600,28273
2308,1,2308,14425,21296,35721
2308,1,2308,1331,41544,42875
2310,1,2310,343,2057,2400
2310,1,2310,1,2400,2401
2310,1,2310,25,2376,2401
2310,1,2310,225,2176,2401
2310,1,2310,289,2112,2401
2310,1,2310,1024,1377,2401
2310,1,2310,1,2499,2500
2310,1,2310,99,2401,2500
2310,1,2310,200,2401,2601
2310,1,2310,272,2401,2673
2310,1,2310,625,2048,2673
2310,1,2310,1,3024,3025
2310,1,2310,425,2662,3087
2310,1,2310,11,3125,3136
2310,1,2310,54,3125,3179
2310,1,2310,729,2450,3179
2310,1,2310,875,2304,3179
2310,1,2310,21,3179,3200
2310,1,2310,88,3125,3213
2310,1,2310,196,3179,3375
2310,1,2310,1331,2125,3456
2310,1,2310,343,3125,3468
2310,1,2310,405,3179,3584
2310,1,2310,459,3125,3584
2310,1,2310,128,3645,3773
2310,1,2310,648,3125,3773
2310,1,2310,7,3993,4000
2310,1,2310,1071,3025,4096
2310,1,2310,35,4096,4131
2310,1,2310,1331,2800,4131
2310,1,2310,2048,2187,4235
2310,1,2310,2125,2187,4312
2310,1,2310,1,4374,4375
2310,1,2310,539,4374,4913
2310,1,2310,2240,2673,4913
2310,1,2310,15,4913,4928
2310,1,2310,49,5000,5049
2310,1,2310,17,5103,5120
2310,1,2310,7,5625,5632
2310,1,2310,847,4913,5760
2310,1,2310,1331,4500,5831
2310,1,2310,1,5831,5832
2310,1,2310,16,6545,6561
2310,1,2310,289,6272,6561
2310,1,2310,9,6655,6664
2310,1,2310,2744,4131,6875
2310,1,2310,22,7203,7225
2310,1,2310,1296,5929,7225
2310,1,2310,3025,4913,7938
2310,1,2310,3087,4913,8000
2310,1,2310,3125,5103,8228
2310,1,2310,1125,8192,9317
2310,1,2310,1,9800,9801
2310,1,2310,25,9801,9826
2310,1,2310,2401,7425,9826
2310,1,2310,1024,9261,10285
2310,1,2310,1331,9604,10935
2310,1,2310,3125,9163,12288
2310,1,2310,81,14080,14161
2310,1,2310,1331,13005,14336
2310,1,2310,1,14399,14400
2310,1,2310,480,14161,14641
2310,1,2310,2401,12240,14641
2310,1,2310,98,14641,14739
2310,1,2310,343,15552,15895
2310,1,2310,49,16335,16384
2310,1,2310,68,16807,16875
2310,1,2310,3584,14641,18225
2310,1,2310,121,18375,18496
2310,1,2310,5984,15625,21609
2310,1,2310,675,21952,22627
2310,1,2310,11,24565,24576
2310,1,2310,16,34375,34391
2310,1,2310,441,34375,34816
2310,1,2310,5929,31250,37179
2310,3,770,11,3125,3136
2310,5,462,261,2401,2662
2310,5,462,1,5103,5104
2310,5,462,121,7047,7168
2310,5,462,2048,7203,9251
2310,7,330,625,2048,2673
2310,7,330,747,3125,3872
2310,7,330,2187,3125,5312
2310,11,210,1,2400,2401
2310,11,210,16,2385,2401
2310,11,210,159,2401,2560
2310,11,210,5,2592,2597
2310,11,210,9,2800,2809
2310,11,210,784,2025,2809
2310,11,210,53,3072,3125
2310,11,210,1,4374,4375
2310,15,154,343,2816,3159
2312,2,1156,1,6561,6562
2316,1,2316,54,3667,3721
2316,2,1158,729,4096,4825
2316,2,1158,8,15625,15633
2320,1,2320,500,1849,2349
2320,1,2320,29,3096,3125
2320,1,2320,1849,6561,8410
2320,1,2320,29,9216,9245
2320,2,1160,29,4067,4096
2320,2,1160,29,6860,6889
2320,2,1160,6889,17500,24389
2320,4,580,776,2349,3125
2320,4,580,2187,2813,5000
2320,4,580,1,5625,5626
2322,1,2322,166,16641,16807
2322,9,258,129,4096,4225
2324,2,1162,97,2304,2401
2324,2,1162,1,9408,9409
2324,2,1162,2241,7168,9409
2328,2,1164,873,1936,2809
2328,2,1164,81,9328,9409
2328,2,1164,6784,7857,14641
2328,6,388,256,6305,6561
2334,3,778,13,3112,3125
2336,2,1168,64,5265,5329
2336,2,1168,2336,4225,6561
2336,2,1168,1,9125,9126
2336,2,1168,73,15552,15625
2336,2,1168,13,15987,16000
2338,1,2338,1,2400,2401
2338,1,2338,104,2401,2505
2338,1,2338,875,2197,3072
2338,1,2338,668,2457,3125
2338,1,2338,1029,2171,3200
2338,1,2338,1,4095,4096
2338,1,2338,256,3969,4225
2338,1,2338,1,4374,4375
2338,1,2338,50,4459,4509
2338,1,2338,1169,4096,5265
2338,1,2338,13,5832,5845
2338,1,2338,2401,4160,6561
2338,1,2338,9,8183,8192
2338,1,2338,1183,8192,9375
2338,1,2338,125,9352,9477
2338,1,2338,4563,6125,10688
2338,1,2338,9,10976,10985
2338,1,2338,7,13520,13527
2338,1,2338,167,16640,16807
2338,1,2338,1625,16807,18432
2338,1,2338,243,21632,21875
2338,1,2338,98,28125,28223
2338,1,2338,1,28223,28224
2338,1,2338,672,27889,28561
2338,1,2338,2187,31213,33400
2340,1,2340,1171,2925,4096
2340,2,1170,1,4394,4395
2340,2,1170,125,4563,4688
2340,2,1170,1,9375,9376
2340,3,780,1,2600,2601
2340,3,780,2,2873,2875
2340,3,780,3,3125,3128
2340,3,780,34,3125,3159
2340,3,780,512,3375,3887
2340,3,780,1700,2187,3887
2340,3,780,1,3887,3888
2340,3,780,243,3757,4000
2340,3,780,1495,2601,4096
2340,3,780,207,4913,5120
2340,3,780,64,5525,5589
2340,3,780,676,4913,5589
2340,3,780,975,4913,5888
2340,3,780,1587,4913,6500
2340,3,780,9,6647,6656
2340,3,780,8,6877,6885
2340,3,780,1564,6561,8125
2340,3,780,2197,7803,10000
2340,3,780,299,9826,10125
2340,3,780,17,12150,12167
2340,3,780,675,11492,12167
2340,3,780,1,12167,12168
2340,3,780,169,13056,13225
2340,3,780,832,12393,13225
2340,3,780,6877,8748,15625
2340,3,780,3159,13225,16384
2340,5,468,351,2209,2560
2340,5,468,117,3008,3125
2340,5,468,47,3328,3375
2340,5,468,1269,3125,4394
2340,6,390,1,2400,2401
2340,6,390,875,2197,3072
2340,6,390,1,4095,4096
2340,6,390,256,3969,4225
2340,6,390,1,4374,4375
2340,6,390,2401,4160,6561
2340,13,180,1,2400,2401
2340,13,180,875,2197,3072
2340,18,130,363,2197,2560
2340,18,130,625,2048,2673
2346,17,138,1,2400,2401
2346,17,138,1,2645,2646
2350,1,2350,1,2400,2401
2350,1,2350,192,2209,2401
2350,1,2350,376,2025,2401
2350,1,2350,1,4374,4375
2350,1,2350,686,5875,6561
2350,1,2350,27,12005,12032
2350,1,2350,125,11907,12032
2350,1,2350,162,15463,15625
2350,1,2350,2209,14175,16384
2350,1,2350,423,16384,16807
2350,1,2350,6561,24064,30625
2352,1,2352,214,2187,2401
2352,1,2352,81,5243,5324
2352,1,2352,2401,8192,10593
2352,2,1176,31,2401,2432
2352,2,1176,16,2511,2527
2352,2,1176,1,3968,3969
2352,2,1176,27,4096,4123
2352,4,588,1,2400,2401
2352,4,588,25,2891,2916
2352,4,588,25,3456,3481
2352,4,588,1080,2401,3481
2352,4,588,1,4374,4375
2352,14,168,1,2400,2401
2352,14,168,225,2176,2401
2352,14,168,1024,1377,2401
2352,14,168,1,2499,2500
2352,14,168,200,2401,2601
2352,14,168,343,3125,3468
2354,1,2354,11,6848,6859
2356,2,1178,59,4805,4864
2358,1,2358,25,3456,3481
2358,1,2358,131,3645,3776
2358,1,2358,9,16375,16384
2358,1,2358,1536,15625,17161
2360,2,1180,27,3125,3152
2360,2,1180,25,3456,3481
2364,1,2364,7,3152,3159
2364,1,2364,169,5319,5488
2368,1,2368,128,2997,3125
2368,1,2368,9,6241,6250
2368,1,2368,1,6399,6400
2368,1,2368,320,6241,6561
2368,1,2368,37,32768,32805
2368,4,592,11,4096,4107
2370,1,2370,9,6241,6250
2370,1,2370,1,6399,6400
2370,1,2370,320,6241,6561
2370,3,790,625,2048,2673
2370,3,790,9,6241,6250
2370,3,790,1,6399,6400
2370,3,790,320,6241,6561
2370,3,790,256,6399,6655
2370,5,474,1024,1377,2401
2370,5,474,553,2048,2601
2370,5,474,17,3871,3888
2370,5,474,64,4913,4977
2370,5,474,1,5831,5832
2370,5,474,289,6272,6561
2376,1,2376,1331,3712,5043
2376,2,1188,343,2057,2400
2376,2,1188,1,2400,2401
2376,2,1188,25,2376,2401
2376,2,1188,225,2176,2401
2376,2,1188,289,2112,2401
2376,2,1188,1024,1377,2401
2376,2,1188,1,2499,2500
2376,2,1188,99,2401,2500
2376,2,1188,200,2401,2601
2376,2,1188,272,2401,2673
2376,2,1188,625,2048,2673
2376,2,1188,1,3024,3025
2376,2,1188,425,2662,3087
2376,2,1188,11,3125,3136
2376,2,1188,54,3125,3179
2376,2,1188,729,2450,3179
2376,2,1188,875,2304,3179
2376,2,1188,21,3179,3200
2376,2,1188,88,3125,3213
2376,2,1188,196,3179,3375
2376,2,1188,1331,2125,3456
2376,2,1188,343,3125,3468
2376,2,1188,405,3179,3584
2376,2,1188,459,3125,3584
2376,2,1188,128,3645,3773
2376,2,1188,648,3125,3773
2376,2,1188,7,3993,4000
2376,2,1188,1071,3025,4096
2376,2,1188,35,4096,4131
2376,2,1188,1331,2800,4131
2376,2,1188,2048,2187,4235
2376,2,1188,2125,2187,4312
2376,2,1188,1,4374,4375
2376,2,1188,539,4374,4913
2376,2,1188,2240,2673,4913
2376,2,1188,15,4913,4928
2376,2,1188,49,5000,5049
2376,2,1188,17,5103,5120
2376,2,1188,7,5625,5632
2376,2,1188,847,4913,5760
2376,2,1188,1331,4500,5831
2376,2,1188,1,5831,5832
2376,2,1188,16,6545,6561
2376,2,1188,289,6272,6561
2376,2,1188,9,6655,6664
2376,2,1188,2744,4131,6875
2376,2,1188,22,7203,7225
2376,2,1188,1296,5929,7225
2376,2,1188,3025,4913,7938
2376,2,1188,3087,4913,8000
2376,2,1188,3125,5103,8228
2376,2,1188,1125,8192,9317
2376,2,1188,1,9800,9801
2376,2,1188,25,9801,9826
2376,2,1188,2401,7425,9826
2376,2,1188,1024,9261,10285
2376,2,1188,1331,9604,10935
2376,2,1188,3125,9163,12288
2376,2,1188,81,14080,14161
2376,2,1188,1331,13005,14336
2376,2,1188,1,14399,14400
2376,2,1188,480,14161,14641
2376,2,1188,2401,12240,14641
2376,2,1188,98,14641,14739
2376,2,1188,343,15552,15895
2376,2,1188,49,16335,16384
2376,2,1188,68,16807,16875
2376,2,1188,3584,14641,18225
2376,2,1188,121,18375,18496
2376,2,1188,5984,15625,21609
2376,2,1188,675,21952,22627
2376,2,1188,11,24565,24576
2376,9,264,729,1672,2401
2376,9,264,2,3969,3971
2376,9,264,847,3249,4096
2376,12,198,625,2048,2673
2378,1,2378,64,2401,2465
2378,1,2378,784,1681,2465
2378,1,2378,41,3584,3625
2378,1,2378,1421,8405,9826
2378,1,2378,2048,28577,30625
2380,1,2380,1,2400,2401
2380,1,2380,225,2176,2401
2380,1,2380,1024,1377,2401
2380,1,2380,1,2499,2500
2380,1,2380,200,2401,2601
2380,1,2380,25,2754,2779
2380,1,2380,51,3125,3176
2380,1,2380,343,3125,3468
2380,1,2380,448,3125,3573
2380,1,2380,459,3125,3584
2380,1,2380,1,3969,3970
2380,1,2380,35,4096,4131
2380,1,2380,1,4374,4375
2380,1,2380,17,5103,5120
2380,1,2380,1,5831,5832
2380,1,2380,2187,4165,6352
2380,1,2380,289,6272,6561
2380,1,2380,1,6749,6750
2380,1,2380,3087,4913,8000
2380,1,2380,68,16807,16875
2380,1,2380,1,42875,42876
2380,2,1190,17,2384,2401
2380,7,340,2025,2888,4913
2380,7,340,512,5625,6137
2380,7,340,459,6400,6859
2380,10,238,1,2400,2401
2380,10,238,225,2176,2401
2380,10,238,1024,1377,2401
2380,10,238,1,2499,2500
2380,10,238,200,2401,2601
2380,10,238,343,3125,3468
2380,10,238,459,3125,3584
2380,10,238,35,4096,4131
2380,10,238,1,4374,4375
2388,2,1194,1,3887,3888
2388,2,1194,1,12167,12168
2388,3,796,199,2888,3087
2388,3,796,4,9747,9751
2388,3,796,2401,13718,16119
2392,1,2392,9,2392,2401
2392,1,2392,529,1872,2401
2392,1,2392,361,2187,2548
2392,1,2392,13,3059,3072
2392,1,2392,23,3136,3159
2392,1,2392,1024,2187,3211
2392,1,2392,247,3456,3703
2392,1,2392,1,3887,3888
2392,1,2392,1216,3887,5103
2392,1,2392,896,4693,5589
2392,1,2392,169,6348,6517
2392,1,2392,2888,3703,6591
2392,1,2392,18,6859,6877
2392,1,2392,512,6859,7371
2392,1,2392,4563,5488,10051
2392,1,2392,4802,6859,11661
2392,1,2392,64,12103,12167
2392,1,2392,3249,8918,12167
2392,1,2392,1,12167,12168
2392,1,2392,2197,12167,14364
2392,1,2392,23,21609,21632
2392,1,2392,8303,28561,36864
2392,4,598,512,3375,3887
2392,4,598,1,3887,3888
2392,4,598,1,12167,12168
2394,1,2394,4193,16384,20577
2394,3,798,1,2400,2401
2394,3,798,245,2187,2432
2394,3,798,27,2500,2527
2394,3,798,38,3087,3125
2394,3,798,49,3200,3249
2394,3,798,1,4374,4375
2394,3,798,2401,3375,5776
2394,3,798,19,6125,6144
2394,3,798,784,6075,6859
2394,3,798,1,6859,6860
2394,3,798,32,11875,11907
2394,3,798,729,14896,15625
2396,2,1198,729,2396,3125
2398,1,2398,625,2048,2673
2398,1,2398,109,2916,3025
2398,1,2398,363,3125,3488
2398,1,2398,1,11880,11881
2400,1,2400,2187,6005,8192
2400,4,600,1,4374,4375
2400,4,600,1,5375,5376
2400,4,600,2401,5375,7776
2400,4,600,16,9245,9261
2400,10,240,625,2048,2673
2406,1,2406,401,5103,5504
2410,1,2410,1536,4489,6025
2410,1,2410,536,6025,6561
2410,1,2410,4489,10935,15424
2410,1,2410,201,15424,15625
2412,1,2412,128,4913,5041
2414,1,2414,128,4913,5041
2418,1,2418,11,2500,2511
2418,1,2418,363,2197,2560
2418,1,2418,465,2197,2662
2418,1,2418,625,2048,2673
2418,1,2418,31,2673,2704
2418,1,2418,1024,1859,2883
2418,1,2418,242,2883,3125
2418,1,2418,837,2288,3125
2418,1,2418,99,3125,3224
2418,1,2418,1,3750,3751
2418,1,2418,3,3872,3875
2418,1,2418,729,3146,3875
2418,1,2418,13,3875,3888
2418,1,2418,25,3968,3993
2418,1,2418,1,4224,4225
2418,1,2418,242,4563,4805
2418,1,2418,55,5184,5239
2418,1,2418,169,5456,5625
2418,1,2418,341,6250,6591
2418,1,2418,64,6591,6655
2418,1,2418,1,6655,6656
2418,1,2418,3125,4563,7688
2418,1,2418,1375,6561,7936
2418,1,2418,3751,4374,8125
2418,1,2418,279,10985,11264
2418,1,2418,1331,12493,13824
2418,1,2418,16,14625,14641
2418,1,2418,1936,13689,15625
2418,1,2418,5,17298,17303
2418,1,2418,31,20449,20480
2418,1,2418,32,24025,24057
2418,1,2418,6561,22000,28561
2418,1,2418,7936,20625,28561
2418,1,2418,3751,26624,30375
2418,1,2418,125,32643,32768
2418,1,2418,507,32768,33275
2420,1,2420,11,3125,3136
2420,2,1210,625,2048,2673
2420,2,1210,11,8181,8192
2420,2,1210,1,9999,10000
2420,2,1210,400,9801,10201
2420,2,1210,6561,8080,14641
2420,11,220,625,2048,2673
2420,11,220,1331,1369,2700
2420,11,220,128,2997,3125
2420,11,220,11,4096,4107
2422,1,2422,13122,16807,29929
2428,1,2428,5,16384,16389
2430,3,810,7,3125,3132
2430,3,810,625,3087,3712
2430,3,810,1,4374,4375
2432,2,1216,4,2523,2527
2432,2,1216,1,3248,3249
2432,2,1216,972,5887,6859
2434,1,2434,9736,9947,19683
2436,1,2436,53,2523,2576
2436,1,2436,1127,1682,2809
2436,1,2436,841,2862,3703
2436,1,2436,9,3703,3712
2436,1,2436,29,5589,5618
2436,1,2436,1,5887,5888
2436,1,2436,1024,9947,10971
2436,1,2436,53,14283,14336
2436,1,2436,32,15309,15341
2436,1,2436,49,38637,38686
2436,2,1218,122,2401,2523
2436,2,1218,1,2744,2745
2436,2,1218,640,2349,2989
2436,2,1218,7,3125,3132
2436,2,1218,375,2989,3364
2436,2,1218,61,3584,3645
2436,2,1218,625,3087,3712
2436,2,1218,1525,2187,3712
2436,2,1218,9,3712,3721
2436,2,1218,96,3625,3721
2436,2,1218,841,2880,3721
2436,2,1218,1372,2349,3721
2436,2,1218,29,3721,3750
2436,2,1218,375,3721,4096
2436,2,1218,1,4374,4375
2436,2,1218,1769,4375,6144
2436,2,1218,56,7569,7625
2436,2,1218,567,7625,8192
2436,2,1218,25,14823,14848
2436,2,1218,9,15616,15625
2436,2,1218,4096,11529,15625
2436,2,1218,7047,9760,16807
2436,2,1218,6075,14848,20923
2436,6,406,1,5831,5832
2436,6,406,289,6272,6561
2436,7,348,7,3125,3132
2436,7,348,625,3087,3712
2436,7,348,1,4374,4375
2440,1,2440,243,2257,2500
2440,1,2440,405,2257,2662
2440,1,2440,305,2368,2673
2440,1,2440,625,2048,2673
2440,1,2440,1331,1369,2700
2440,1,2440,768,2257,3025
2440,1,2440,128,2997,3125
2440,1,2440,121,3600,3721
2440,1,2440,1221,2500,3721
2440,1,2440,275,3721,3996
2440,1,2440,375,3721,4096
2440,1,2440,11,4096,4107
2440,1,2440,1331,3294,4625
2440,1,2440,1952,2673,4625
2440,1,2440,1525,4107,5632
2440,1,2440,2257,3375,5632
2440,1,2440,2257,3993,6250
2440,1,2440,1936,4625,6561
2440,1,2440,37,6875,6912
2440,1,2440,121,12200,12321
2440,1,2440,1,14640,14641
2440,1,2440,61,14580,14641
2440,1,2440,243,14641,14884
2440,1,2440,3721,11264,14985
2440,1,2440,9,15616,15625
2440,1,2440,1369,14256,15625
2440,1,2440,4941,15059,20000
2440,1,2440,37,32768,32805
2440,2,1220,47,3125,3172
2440,4,610,375,3721,4096
2440,4,610,305,4608,4913
2440,4,610,1,5184,5185
2440,4,610,5,7803,7808
2440,4,610,4913,6250,11163
2442,1,2442,517,2187,2704
2442,1,2442,11,2997,3008
2442,1,2442,11,4096,4107
2442,1,2442,2209,3267,5476
2442,1,2442,729,13912,14641
2442,1,2442,169,15059,15228
2442,1,2442,37,24299,24336
2442,1,2442,1331,34263,35594
2442,3,814,629,2187,2816
2442,3,814,11,4096,4107
2442,3,814,1,10692,10693
2444,2,1222,289,3807,4096
2444,2,1222,2209,2704,4913
2444,2,1222,169,6392,6561
2444,2,1222,2209,4352,6561
2448,1,2448,1,2499,2500
